dbn,lat,long,2007type,2007enrollment,2007pi,2007overall,2007progress,2007performance,2007environment,2008type,2008enrollment,2008pi,2008overall,2008progress,2008performance,2008environment,2009type,2009enrollment,2009pi,2009overall,2009progress,2009performance,2009environment,2010type,2010enrollment,2010pi,2010overall,2010progress,2010performance,2010environment,2011type,2011enrollment,2011pi,2011overall,2011progress,2011performance,2011environment
23K165,40.657061,-73.910938,K-8,638,38.65546218,6.779661017,9.243697479,47.05882353,8.403361345,K-8,672,21.58273381,61.15107914,57.55395683,54.67625899,73.38129496,K-8,620,19.7080292,3.649635037,5.109489051,18.97810219,69.34306569,K-8,615,39.86486486,29.05405405,58.78378378,2.702702703,24.32432432,K-8,568,38.70967742,16.33986928,28.75816993,1.307189542,27.45098039
09X126,40.835866,-73.9282,Elementary,787,6.529209622,84.13793103,93.29896907,34.36426117,26.4604811,Elementary,816,8.998302207,28.71794872,50.94017094,16.92307692,4.444444444,Elementary,768,9.364548495,44.59459459,37.66891892,23.47972973,12.5,Elementary,737,6.700167504,46.55462185,61.17647059,26.72268908,18.82352941,Elementary,705,15.09121061,82.71812081,89.93288591,30.70469799,8.724832215
06M187,40.856239,-73.93684,K-8,372,69.74789916,55.93220339,37.81512605,69.74789916,93.27731092,K-8,790,67.62589928,39.56834532,38.84892086,53.95683453,84.89208633,K-8,736,66.42335766,43.06569343,34.30656934,53.28467153,62.77372263,K-8,750,70.94594595,76.35135135,77.7027027,69.59459459,66.21621622,K-8,761,72.90322581,57.51633987,62.09150327,67.97385621,45.75163399
06M189,40.853045,-73.928048,Elementary,1183,0.687285223,37.24137931,30.24054983,50.17182131,82.13058419,Elementary,1114,25.29711375,33.33333333,27.00854701,36.06837607,80.85470085,Elementary,1021,25.58528428,95.94594595,100,57.09459459,76.35135135,Elementary,1033,5.527638191,81.8487395,85.54621849,48.57142857,79.49579832,Elementary,1040,6.965174129,78.18791946,73.48993289,64.59731544,67.61744966
02M409,40.7666,-73.9804,HS,425,34.25076453,27.11864407,7.033639144,66.94915254,39.44954128,HS,425,21.97183099,11.97183099,25.70422535,12.32394366,5.633802817,,,,,,,,,,,,,,,,,,,,,
18K066,40.648749,-73.907064,K-8,660,61.34453782,78.81355932,77.31092437,39.49579832,79.83193277,K-8,691,61.8705036,7.194244604,6.474820144,12.23021583,39.56834532,K-8,698,60.58394161,84.67153285,100,37.95620438,69.34306569,K-8,731,62.16216216,79.05405405,73.64864865,78.37837838,67.56756757,K-8,724,60,62.09150327,50.32679739,75.16339869,66.66666667
21K128,40.60498,-73.995084,Elementary,318,81.61512027,42.93103448,60.99656357,37.11340206,39.69072165,Elementary,349,80.30560272,30.5982906,62.56410256,8.205128205,33.16239316,Elementary,326,80.60200669,4.560810811,20.94594595,0.168918919,51.85810811,Elementary,350,77.88944724,68.23529412,79.83193277,6.218487395,87.89915966,Elementary,335,77.11442786,46.97986577,44.12751678,11.0738255,92.61744966
18K068,40.635388,-73.911215,Middle,1111,28.61736334,33.21799308,38.06451613,38.585209,21.15384615,Middle,1116,29.8816568,39.93710692,44.02515723,50.62893082,24.52830189,Middle,1072,31.19533528,66.26139818,66.86930091,74.46808511,41.03343465,Middle,997,35.24590164,31.57894737,42.69005848,24.85380117,22.80701754,Middle,915,35.38461538,44.84679666,59.88857939,29.80501393,23.11977716
21K121,40.622671,-73.978472,K-8,262,78.1512605,72.88135593,85.71428571,27.73109244,81.51260504,K-8,255,73.38129496,94.96402878,97.12230216,63.30935252,92.08633094,K-8,220,72.26277372,67.88321168,64.23357664,68.61313869,89.05109489,K-8,214,68.91891892,80.40540541,66.89189189,75,89.18918919,K-8,238,67.74193548,90.19607843,88.23529412,79.08496732,89.54248366
05M318,40.825831,-73.937833,,,,,,,,,,,,,,,Elementary,179,53.34448161,3.885135135,3.040540541,24.32432432,83.78378378,Elementary,205,62.81407035,19.66386555,24.20168067,11.09243697,65.71428571,Elementary,204,62.52072968,68.45637584,77.68456376,56.7114094,57.88590604
09X543,40.827455,-73.90392,,,,,,,,,,,,,,,HS,201,10.52631579,98.38709677,100,87.09677419,65.16129032,HS,212,10.24390244,98.19277108,97.59036145,100,92.46987952,HS,256,17.17647059,76.20481928,72.28915663,88.25301205,38.85542169
05M317,40.805653,-73.935461,Middle,201,60.45016077,39.79238754,71.61290323,19.93569132,4.166666667,Middle,195,47.63313609,10.37735849,14.46540881,11.63522013,7.232704403,Middle,193,48.39650146,0.607902736,2.127659574,0.911854103,0.607902736,Middle,139,4.918032787,9.356725146,15.49707602,18.12865497,3.216374269,Middle,65,1.025641026,,,,
12X341,40.842564,-73.891086,Middle,204,41.15755627,73.35640138,75.80645161,78.77813505,31.73076923,Middle,194,26.92307692,5.34591195,5.031446541,13.83647799,10.06289308,Middle,170,28.57142857,75.98784195,72.94832827,75.37993921,65.04559271,Middle,183,17.21311475,80.70175439,90.64327485,44.73684211,56.43274854,Middle,187,13.07692308,33.70473538,37.88300836,32.31197772,28.13370474
02M407,40.732665,-73.98259,Middle,411,84.35991229,58.2011319,66.1063431,23.53329882,93.29863562,High School Combination,630,86.85807151,43.51913367,51.33426344,6.011382762,95.78018425,High School Combination,439,86.73622833,50.50495147,57.88704775,11.89185214,95.26080988,High School Combination,485,84.11168866,21.51853026,33.57112661,5.85147608,90.54199253,High School Combination,493,86.5158371,61.7193006,65.99741585,45.34307145,91.18032017
26Q067,40.762241,-73.734832,Middle,928,97.42765273,79.58477509,71.29032258,96.46302251,33.65384615,Middle,946,95.26627219,64.77987421,53.14465409,86.16352201,50,Middle,951,95.33527697,72.94832827,84.19452888,61.09422492,53.7993921,Middle,959,95.6284153,54.38596491,34.50292398,92.10526316,54.38596491,Middle,918,96.41025641,86.0724234,81.89415042,96.37883008,49.30362117
13K575,40.684654,-73.947873,,,,,,,,HST,147,72.72727273,33.33333333,66.66666667,66.66666667,11.11111111,HST,115,75,62.5,40.625,75,68.75,HST,112,84.09090909,56.41025641,58.97435897,41.02564103,51.28205128,HST,130,85.10638298,23.68421053,18.42105263,50,55.26315789
02M442,40.738521,-73.989481,K-8,157,78.99159664,77.96610169,63.86554622,86.55462185,74.78991597,K-8,161,82.73381295,65.4676259,60.43165468,85.61151079,74.82014388,K-8,139,81.75182482,44.52554745,42.33576642,82.48175182,75.18248175,K-8,142,85.13513514,22.2972973,7.432432432,87.83783784,87.83783784,K-8,148,82.58064516,69.93464052,62.09150327,90.8496732,84.96732026
13K571,40.678554,-73.966333,Middle,279,20.90032154,23.52941176,44.19354839,21.54340836,16.34615385,Middle,273,13.31360947,54.71698113,52.51572327,52.20125786,7.86163522,Middle,249,13.41107872,11.55015198,16.10942249,15.19756839,1.519756839,Middle,213,7.103825137,2.046783626,3.50877193,5.263157895,0.584795322,Middle,169,8.717948718,,,,
02M440,40.743407,-74.00254,,,,,,,,HS,1727,29.01408451,2.112676056,1.76056338,7.394366197,1.408450704,HS,1507,,,,,,HS,992,,,,,,HS,488,22.58823529,,,,
06M692,40.8181,-73.9514,HS,440,97.85932722,94.91525424,96.02446483,90.25423729,68.19571865,HS,471,97.74647887,82.3943662,86.26760563,88.38028169,80.63380282,,,,,,,,,,,,,,,,,,,,,
02M449,40.765638,-73.959777,HS,382,29.35779817,74.57627119,44.95412844,40.25423729,96.63608563,HS,415,19.71830986,61.61971831,58.09859155,33.45070423,93.30985915,HS,436,18.94736842,57.41935484,26.12903226,85.80645161,87.41935484,HS,430,37.80487805,21.98795181,16.56626506,17.77108434,87.34939759,HS,428,52.70588235,49.09638554,22.28915663,59.63855422,81.02409639
13K350,40.69733,-73.984528,HS,217,58.71559633,,1.529051988,,25.382263,HS,308,48.16901408,,,,,HS,381,46.05263158,44.51612903,38.70967742,49.67741935,20,HS,411,32.92682927,48.79518072,50.60240964,69.57831325,48.19277108,HS,391,19.76470588,7.831325301,3.915662651,34.3373494,28.01204819
02M620,40.74651,-73.98107,HS,2161,32.72171254,8.050847458,22.01834862,8.050847458,15.90214067,HS,2129,30.98591549,2.464788732,3.873239437,4.929577465,10.21126761,HS,2137,29.73684211,0.64516129,5.806451613,1.612903226,4.193548387,HS,2139,26.34146341,1.506024096,4.518072289,5.722891566,2.108433735,HS,1736,21.41176471,,,,
30Q149,40.755759,-73.874505,Elementary,1056,36.94158076,63.62068966,60.13745704,61.51202749,64.43298969,Elementary,1120,36.67232598,62.22222222,48.88888889,85.64102564,86.83760684,Elementary,1169,36.95652174,81.58783784,69.08783784,94.59459459,64.86486486,Elementary,1177,39.69849246,64.03361345,56.63865546,85.88235294,78.1512605,Elementary,1161,44.44444444,83.72483221,75.67114094,81.54362416,88.9261745
30Q148,40.757629,-73.878638,Elementary,1121,54.12371134,56.55172414,43.12714777,75.77319588,59.10652921,Elementary,1140,51.78268251,33.33333333,20.85470085,70.08547009,68.88888889,Elementary,1071,51.83946488,47.12837838,39.35810811,63.00675676,59.12162162,Elementary,1079,49.24623116,43.69747899,41.00840336,47.39495798,63.52941176,Elementary,1083,53.89718076,6.543624161,4.865771812,23.82550336,46.6442953
02M625,40.763655,-73.990318,HS,1843,17.43119266,11.01694915,30.88685015,4.661016949,7.951070336,HS,1839,10.70422535,7.394366197,14.08450704,1.76056338,22.18309859,HS,1788,10.78947368,14.83870968,34.19354839,1.290322581,23.87096774,HS,1820,31.95121951,4.518072289,16.56626506,0.602409639,17.77108434,HS,1699,35.52941176,1.204819277,9.638554217,1.807228916,3.012048193
30Q145,40.754389,-73.887523,Middle,1962,56.27009646,59.16955017,56.12903226,41.47909968,56.08974359,Middle,1880,56.50887574,24.8427673,28.6163522,24.52830189,43.08176101,Middle,1906,57.43440233,59.27051672,41.64133739,37.08206687,81.45896657,Middle,1961,69.67213115,58.77192982,59.64912281,47.07602339,82.74853801,Middle,2039,68.46153846,51.25348189,50.4178273,44.01114206,75.20891365
07X030,40.809023,-73.917417,Elementary,613,7.216494845,21.55172414,38.1443299,4.810996564,81.09965636,Elementary,552,5.093378608,4.786324786,3.247863248,8.205128205,80.85470085,Elementary,476,5.183946488,51.01351351,54.39189189,4.560810811,67.56756757,Elementary,457,4.020100503,76.30252101,87.73109244,13.1092437,69.91596639,Elementary,440,5.804311774,89.76510067,95.97315436,30.70469799,57.88590604
30Q141,40.775766,-73.904508,Middle,1071,75.88424437,84.42906574,74.51612903,67.52411576,64.74358974,Middle,1030,77.21893491,93.08176101,87.10691824,86.16352201,68.55345912,Middle,1011,77.55102041,86.62613982,82.67477204,65.65349544,65.95744681,Middle,996,78.1420765,96.78362573,92.39766082,84.21052632,78.3625731,Middle,1024,76.66666667,88.57938719,74.37325905,86.35097493,72.42339833
03M505,40.797136,-73.966779,,,,,,,,HST,618,6.060606061,29.62962963,29.62962963,29.62962963,66.66666667,HST,605,5,43.75,37.5,43.75,59.375,HST,593,6.818181818,46.15384615,51.28205128,51.28205128,38.46153846,HST,562,6.382978723,34.21052632,50,26.31578947,18.42105263
02M158,40.770215,-73.950745,Elementary,723,92.26804124,69.65517241,52.23367698,81.44329897,41.58075601,Elementary,731,90.66213922,44.1025641,44.61538462,90.08547009,9.401709402,Elementary,726,90.80267559,42.06081081,57.93918919,92.39864865,3.378378378,Elementary,730,92.96482412,96.13445378,97.64705882,98.65546218,9.243697479,Elementary,702,96.0199005,66.27516779,62.24832215,94.96644295,9.731543624
02M150,40.71953,-74.01088,Elementary,180,95.18900344,25.34482759,6.18556701,87.97250859,83.50515464,Elementary,181,96.60441426,98.29059829,98.97435897,91.11111111,89.57264957,Elementary,168,96.65551839,34.7972973,30.91216216,82.09459459,64.86486486,Elementary,163,97.48743719,62.18487395,69.41176471,64.70588235,71.76470588,Elementary,167,97.18076285,22.14765101,8.724832215,76.84563758,83.05369128
28Q086,40.709461,-73.803001,Elementary,945,61.34020619,87.75862069,83.33333333,46.39175258,23.36769759,Elementary,897,62.13921902,53.84615385,67.35042735,24.44444444,10.94017094,Elementary,944,62.20735786,64.02027027,64.86486486,32.26351351,18.91891892,Elementary,926,61.47403685,41.51260504,63.69747899,22.85714286,12.43697479,Elementary,957,62.68656716,23.65771812,44.79865772,8.55704698,12.75167785
18K208,40.6427,-73.930898,Elementary,673,51.71821306,94.13793103,81.27147766,86.76975945,93.29896907,Elementary,655,52.80135823,92.64957265,90.5982906,84.27350427,88.20512821,Elementary,629,52.84280936,27.36486486,21.95945946,65.03378378,59.12162162,Elementary,609,51.08877722,70.58823529,68.7394958,69.41176471,89.57983193,Elementary,588,52.73631841,50.16778523,47.48322148,52.51677852,79.36241611
28Q082,40.703897,-73.8122,Elementary,573,53.95189003,54.31034483,22.85223368,94.32989691,77.14776632,Elementary,573,52.29202037,86.15384615,76.58119658,95.8974359,47.00854701,Elementary,591,52.34113712,59.45945946,51.68918919,87.83783784,30.57432432,Elementary,591,51.92629816,74.62184874,61.17647059,80.16806723,67.39495798,Elementary,633,55.05804312,13.59060403,13.59060403,25.83892617,44.29530201
28Q080,40.673483,-73.769119,Elementary,603,55.32646048,43.10344828,57.21649485,31.78694158,53.95189003,Elementary,622,34.97453311,57.26495727,40.51282051,67.86324786,78.97435897,Elementary,609,35.28428094,5.743243243,2.027027027,70.94594595,76.35135135,Elementary,639,42.88107203,17.4789916,19.66386555,25.71428571,38.82352941,Elementary,605,40.7960199,2.684563758,2.516778523,15.77181208,62.91946309
03M180,40.80757,-73.955861,Elementary,509,40.72164948,91.37931034,84.02061856,73.36769759,96.21993127,K-8,574,37.41007194,64.02877698,35.25179856,86.33093525,98.56115108,K-8,529,35.03649635,98.54014599,100,100,97.81021898,K-8,544,49.32432432,38.51351351,14.18918919,64.18918919,91.89189189,K-8,552,54.83870968,56.20915033,54.24836601,61.4379085,71.89542484
03M185,40.798461,-73.950146,,,,,,,,,,,,,,,,,,,,,,EC,203,53.33333333,14.81481481,7.407407407,11.11111111,51.85185185,EC,198,38.63636364,20.51282051,23.07692308,23.07692308,38.46153846
19K007,40.689213,-73.872983,Elementary,905,41.58075601,5.172413793,1.202749141,86.08247423,78.86597938,Elementary,914,42.95415959,39.14529915,36.92307692,60.68376068,53.16239316,Elementary,861,43.14381271,88.51351351,89.35810811,84.45945946,31.58783784,Elementary,885,34.67336683,56.63865546,57.31092437,73.61344538,34.28571429,Elementary,820,34.82587065,83.05369128,80.70469799,77.51677852,57.88590604
03M165,40.802653,-73.965949,Elementary,610,43.9862543,91.55172414,97.93814433,35.56701031,15.46391753,Elementary,590,33.61629881,30.5982906,36.92307692,22.73504274,24.44444444,Elementary,636,33.94648829,65.70945946,67.73648649,25.50675676,25.84459459,K-8,670,41.21621622,48.64864865,60.13513514,27.02702703,49.32432432,K-8,751,43.22580645,92.81045752,96.07843137,51.63398693,78.43137255
27Q183,40.58922,-73.805866,K-8,645,50.42016807,13.55932203,17.64705882,23.52941176,29.41176471,K-8,659,45.32374101,33.09352518,36.69064748,22.30215827,53.23741007,K-8,655,43.06569343,64.23357664,62.04379562,35.03649635,54.74452555,K-8,657,33.10810811,58.10810811,51.35135135,43.24324324,85.81081081,K-8,619,37.41935484,91.50326797,92.15686275,43.1372549,84.96732026
03M166,40.788925,-73.972557,Elementary,603,85.2233677,36.89655172,42.95532646,53.43642612,20.6185567,Elementary,598,85.39898132,41.1965812,41.70940171,62.90598291,2.564102564,Elementary,574,85.6187291,9.797297297,16.89189189,26.35135135,30.57432432,Elementary,573,87.10217755,5.546218487,6.722689076,19.15966387,31.09243697,Elementary,610,87.06467662,41.61073826,43.12080537,33.89261745,40.43624161
03M163,40.795163,-73.96847,Elementary,641,65.97938144,42.24137931,59.96563574,32.98969072,11.16838488,Elementary,639,68.76061121,31.28205128,32.47863248,56.75213675,24.44444444,Elementary,615,69.06354515,35.30405405,23.64864865,65.03378378,36.99324324,Elementary,620,69.68174204,36.30252101,29.07563025,67.39495798,50.08403361,Elementary,612,71.64179104,12.75167785,8.053691275,66.94630872,44.29530201
11X096,40.86073,-73.868986,Elementary,1023,56.35738832,14.65517241,8.591065292,52.74914089,32.13058419,Elementary,1000,54.83870968,96.06837607,94.87179487,75.21367521,38.29059829,Elementary,1005,55.01672241,54.22297297,26.01351351,82.77027027,60.97972973,Elementary,1046,56.28140704,67.73109244,66.38655462,87.05882353,41.8487395,Elementary,1039,59.2039801,58.89261745,47.48322148,82.71812081,43.45637584
27Q210,40.68476,-73.847633,Middle,2161,66.23794212,31.48788927,36.77419355,63.02250804,10.25641026,Middle,2021,72.78106509,34.90566038,40.88050314,49.37106918,9.433962264,Middle,2004,73.46938776,54.10334347,48.32826748,55.6231003,20.36474164,Middle,2037,78.41530055,24.26900585,27.77777778,54.97076023,3.801169591,Middle,2064,81.02564103,13.9275766,15.87743733,31.47632312,15.32033426
18K515,40.634451,-73.916927,,,,,,,,HS,920,,,,,,HS,383,,,,,,HS,114,,,,,,,,,,,,
27Q215,40.599467,-73.758587,Elementary,589,28.86597938,49.48275862,45.70446735,40.72164948,38.65979381,Elementary,596,26.31578947,59.65811966,77.09401709,24.44444444,26.83760684,Elementary,575,26.58862876,1.858108108,2.702702703,9.966216216,23.64864865,Elementary,612,15.24288107,13.78151261,18.65546218,9.075630252,16.47058824,Elementary,618,16.74958541,2.684563758,8.053691275,4.362416107,8.724832215
15K295,40.660805,-73.988743,Elementary,411,64.43298969,97.4137931,98.62542955,44.50171821,69.93127148,Elementary,416,59.59252971,83.93162393,89.4017094,51.96581197,66.4957265,Elementary,366,59.3645485,64.18918919,71.28378378,47.2972973,51.85810811,Elementary,363,61.13902848,91.42857143,96.80672269,72.60504202,77.4789916,Elementary,354,64.013267,86.57718121,84.89932886,76.17449664,87.41610738
05M685,40.817228,-73.947151,HS,527,18.04281346,38.98305085,40.36697248,49.15254237,60.55045872,HS,544,7.042253521,21.83098592,18.30985915,35.21126761,49.29577465,HS,525,7.368421053,18.06451613,10,40.32258065,44.19354839,HS,512,14.3902439,6.024096386,7.831325301,16.86746988,10.54216867,HS,518,11.76470588,4.819277108,2.710843373,30.72289157,11.14457831
28Q175,40.731016,-73.85221,Elementary,640,83.16151203,98.62068966,95.36082474,77.31958763,77.66323024,Elementary,622,82.68251273,93.67521368,91.96581197,77.26495727,70.25641026,Elementary,651,82.94314381,62.33108108,66.0472973,72.2972973,74.83108108,Elementary,705,83.7520938,90.92436975,89.74789916,87.05882353,38.82352941,Elementary,713,87.56218905,51.34228188,33.72483221,73.82550336,38.08724832
28Q174,40.720583,-73.861462,Elementary,588,87.62886598,19.65517241,35.05154639,28.35051546,24.91408935,Elementary,572,89.47368421,19.82905983,22.90598291,6.837606838,15.55555556,Elementary,550,89.63210702,31.92567568,80.40540541,3.716216216,2.533783784,Elementary,580,88.44221106,62.18487395,79.32773109,23.36134454,8.403361345,Elementary,601,89.05472637,28.18791946,28.18791946,45.46979866,22.81879195
18K673,40.647396,-73.891743,,,,,,,,,,,,,,,,,,,,,,HST,150,70.45454545,,,,,HST,208,57.44680851,50,39.47368421,42.10526316,60.52631579
20K485,40.636721,-74.023419,HS,1209,80.42813456,81.3559322,67.58409786,58.89830508,73.39449541,HS,1248,73.52112676,77.11267606,72.53521127,70.07042254,82.74647887,HS,1255,72.63157895,90.32258065,65.48387097,88.70967742,82.25806452,HS,1297,66.58536585,79.51807229,64.75903614,80.12048193,87.34939759,HS,1297,68.94117647,87.34939759,79.51807229,82.53012048,85.24096386
